#1
इमं|imam|idam — this (acc. sg. masc., referring to yogam)
पर्युपासते|paryupāsate|pari-upa-ās — to wait upon, worship, attend to (paryupāsate: present middle 3rd pl. 'attend upon, worship')
--
ब्रह्माग्नावपरे|brahma-agnau apare|brahman — brahman (first compound member, kept untranslated);;agni — fire (brahma-agni: 'the fire that is brahman', loc. sg. 'into the brahman-fire');;apara — other (apare: nom. pl. 'others'; agnau + a- → agnāv a-)
यज्ञं|yajñam|yajña — sacrifice (acc. sg., object of upajuhvati)
यज्ञेनैवोपजुह्वति|yajñena eva upajuhvati|yajña — sacrifice (yajñena: instr. sg. 'with sacrifice itself');;eva — alone, itself (yajñena + eva → yajñenaiva);;upa-hu — to offer up, pour as oblation (upajuhvati: present 3rd pl. 'they offer up'; eva + u- → evo-)
#26
श्रोत्रादीनीन्द्रियाण्यन्ये|śrotra-ādīni indriyāṇi anye|śrotra — the organ of hearing, the ear (first compound member);;ādi — beginning (śrotra-ādi: 'beginning with hearing, i.e. and the rest', acc. pl. neut., agreeing with indriyāṇi; ādīni + i- → ādīny i-);;indriya — sense-organ (indriyāṇi: acc. pl., object of juhvati);;anya — other (anye: nom. pl. 'others'; indriyāṇi + a- → indriyāṇy a-)
संयमाग्निषु|saṃyama-agniṣu|sam-yam — to restrain (saṃyama: 'restraint, control', first compound member);;agni — fire (saṃyama-agni: 'the fires of restraint', loc. pl.; saṃyama + a- → saṃyamā-)
जुह्वति|juhvati|hu — to offer, pour as oblation (juhvati: present 3rd pl. 'they offer')
--
शब्दादीन्विषयानन्य|śabda-ādīn viṣayān anye|śabda — sound (first compound member);;ādi — beginning (śabda-ādi: 'beginning with sound', acc. pl., agreeing with viṣayān);;viṣaya — a sense-object (viṣayān: acc. pl., object of juhvati);;anya — other (anye: nom. pl. 'others'; -e + i- → -a i-)
इन्द्रियाग्निषु|indriya-agniṣu|indriya — sense-organ (first compound member);;agni — fire (indriya-agni: 'the fires of the senses', loc. pl.; indriya + a- → indriyā-)
जुह्वति|juhvati|hu — to offer (juhvati: present 3rd pl. 'they offer')
#27
सर्वाणीन्द्रियकर्माणि|sarvāṇi indriya-karmāṇi|sarva — all (sarvāṇi: acc. pl. neut., agreeing with karmāṇi; -i + i- → -ī-);;indriya — sense-organ (first compound member);;karman — action (indriya-karman: 'the actions of the senses', acc. pl.)
प्राणकर्माणि|prāṇa-karmāṇi|prāṇa — the vital breath, life-force (first compound member);;karman — action (prāṇa-karman: 'the actions, the functioning, of the vital breaths', acc. pl.)
चापरे|ca apare|ca — and (ca + a- → cā-);;apara — other (apare: nom. pl. 'others')
--
आत्मसंयमयोगाग्नौ|ātma-saṃyama-yoga-agnau|ātman — self (first compound member);;saṃyama — restraint (second compound member);;yoga — yoga, discipline (ātma-saṃyama-yoga: 'the discipline of self-restraint', third member);;agni — fire (ātma-saṃyama-yoga-agni: 'the fire of the discipline of self-restraint', loc. sg.; yoga + a- → yogā-)
जुह्वति|juhvati|hu — to offer (juhvati: present 3rd pl. 'they offer')
ज्ञानदीपिते|jñāna-dīpite|jñāna — knowledge (first compound member);;dīpita — kindled, lit (causative past participle of dīp; jñāna-dīpita: 'kindled by knowledge', loc. sg., agreeing with agnau)
#28
द्रव्ययज्ञास्तपोयज्ञा|dravya-yajñāḥ tapo-yajñāḥ|dravya — substance, material wealth (first compound member);;yajña — sacrifice (dravya-yajña: 'sacrifice performed with material offerings', nom. pl.; -āḥ + t- → -ās t-);;tapas — austerity, ascetic heat (first compound member; tapaḥ + y- → tapo y-);;yajña — sacrifice (tapo-yajña: 'sacrifice performed by austerity', nom. pl.; -āḥ before y- → -ā)
योगयज्ञास्तथापरे|yoga-yajñāḥ tathā apare|yoga — yoga, discipline (first compound member);;yajña — sacrifice (yoga-yajña: 'sacrifice performed by yoga', nom. pl.; -āḥ + t- → -ās t-);;tathā — likewise (tathā + a- → tathā-);;apara — other (apare: nom. pl. 'others')
--
स्वाध्यायज्ञानयज्ञाश्च|svādhyāya-jñāna-yajñāḥ ca|sva-adhyāya — one's own recitation, private study of the Veda (svādhyāya: first compound member; sva + a- → svā-);;jñāna — knowledge (second compound member);;yajña — sacrifice (svādhyāya-jñāna-yajña: 'sacrifice performed by study and by knowledge', nom. pl.; -āḥ + c- → -āś c-);;ca — and
यतयः|yatayaḥ|yati — an ascetic, one who has restrained himself (nom. pl.)
संशितव्रताः|saṃśita-vratāḥ|saṃśita — sharpened, made rigorous (past participle of sam-śo, first compound member);;vrata — vow (saṃśita-vrata: 'of rigorous vows', nom. pl.)
#29
अपाने|apāne|apāna — the downward breath (loc. sg. 'into apāna')
जुह्वति|juhvati|hu — to offer as oblation, sacrifice (juhvati: present 3rd pl. 'they offer')
प्राणं|prāṇam|prāṇa — the outward, upward breath (acc. sg., object of juhvati)
प्राणेऽपानं|prāṇe apānam|prāṇa — breath (prāṇe: loc. sg. 'into prāṇa'; prāṇe + a- → prāṇe' with avagraha);;apāna — the downward breath (apānam: acc. sg.)
तथापरे|tathā apare|tathā — likewise, so (tathā + apare fuse to tathāpare, ā + a → ā);;apara — other (apare: nom. pl. 'others')
--
प्राणापानगती|prāṇa-apāna-gatī|prāṇa — the outward breath (first compound member);;apāna — the downward breath (second compound member; prāṇa + apāna → prāṇāpāna at the hyphen);;gati — course, motion (gatī: acc. dual 'the two courses', object of ruddhvā)
रुद्ध्वा|ruddhvā|rudh — to obstruct, block, restrain (ruddhvā: gerund 'having restrained')
प्राणायामपरायणाः|prāṇa-āyāma-parāyaṇāḥ|prāṇa — breath (first compound member);;āyāma — restraint, extension (prāṇa-āyāma: 'breath-restraint', second compound member; prāṇa + āyāma → prāṇāyāma at the hyphen);;parāyaṇa — intent upon, wholly devoted to (parāyaṇāḥ: nom. pl., agreeing with apare)
#30
अपरे|apare|apara — other (nom. pl. 'others', subject)
नियताहाराः|niyata-āhārāḥ|ni-yam — to restrain, regulate, prescribe (niyata: past participle 'regulated, restricted', first compound member);;āhāra — food, diet (niyata-āhāra: 'of regulated diet', nom. pl. bahuvrīhi; niyata + āhāra → niyatāhāra at the hyphen)
प्राणान्प्राणेषु|prāṇān prāṇeṣu|prāṇa — the vital breath (prāṇān: acc. pl., object of juhvati);;prāṇa — breath (prāṇeṣu: loc. pl. 'into the breaths')
जुह्वति|juhvati|hu — to offer as oblation (juhvati: present 3rd pl. 'they offer')
--
सर्वेऽप्येते|sarve api ete|sarva — all (sarve: nom. pl.; sarve + a- → sarve' with avagraha);;api — even, also (api + e- → ye-, semivowel before ete);;etad — this (ete: nom. pl. 'these')
यज्ञविदो|yajña-vidaḥ|yajña — sacrifice (first compound member);;vid — knowing (vidaḥ: 'knowers', yajña-vid: 'knowers of sacrifice', nom. pl.; -aḥ + y- → -o y-)
यज्ञक्षपितकल्मषाः|yajña-kṣapita-kalmaṣāḥ|yajña — sacrifice (first compound member);;kṣi — to destroy, wear away (kṣapita: causative past participle 'worn away, destroyed', second compound member);;kalmaṣa — sin, taint (yajña-kṣapita-kalmaṣa: 'whose sins are destroyed by sacrifice', nom. pl. bahuvrīhi)
#31
यज्ञशिष्टामृतभुजो|yajña-śiṣṭa-amṛta-bhujaḥ|yajña — sacrifice (first compound member);;śiṣṭa — remainder, what is left over (second compound member);;amṛta — nectar, ambrosia; the deathless (third compound member; śiṣṭa + amṛta → śiṣṭāmṛta at the hyphen);;bhuj — eater, enjoyer (yajña-śiṣṭa-amṛta-bhuj: 'eaters of the nectar-remnant of sacrifice', nom. pl., subject of yānti; -aḥ + y- → -o y-)
यान्ति|yānti|yā — to go (yānti: present 3rd pl. 'they go')
ब्रह्म|brahma|brahman — brahman (acc. sg. neut., object of yānti; kept untranslated per convention)
सनातनम्|sanātanam|sanātana — eternal, everlasting (acc. sg. neut., agreeing with brahma)
--
नायं|na ayam|na — not (na + a- → nā-);;idam — this (ayam: nom. sg. masc.)
लोकोऽस्त्ययज्ञस्य|lokaḥ asti ayajñasya|loka — world (lokaḥ: nom. sg.; -aḥ + a- → -o with avagraha);;as — to be, exist (asti: present 3rd sg. 'there is'; asti + a- → asty a-);;a-yajña — one without sacrifice, a non-sacrificer (ayajñasya: gen. sg. 'for the non-sacrificer')
कुतोऽन्यः|kutaḥ anyaḥ|kutas — whence? from where? (kutaḥ: -aḥ + a- → -o with avagraha);;anya — other (anyaḥ: nom. sg.)
कुरुसत्तम|kuru-sattama|Kuru — the Kuru clan (first compound member);;sattama — best, most excellent (superlative of sant; kuru-sattama: 'best of the Kurus', vocative, addressed to Arjuna)
#32
एवं|evam|evam — thus
बहुविधा|bahu-vidhāḥ|bahu — many (first compound member);;vidhā — kind, sort (bahu-vidhā: 'of many kinds', nom. pl., agreeing with yajñāḥ; -āḥ before y- dropped)
यज्ञा|yajñāḥ|yajña — sacrifice (nom. pl.; -āḥ before v- dropped)
वितता|vitatāḥ|vi-tan — to spread out, extend (vitata: past participle 'spread out, laid out', nom. pl.; -āḥ before b- dropped)
ब्रह्मणो|brahmaṇaḥ|brahman — brahman (gen. sg. 'of brahman'; kept untranslated per convention; -aḥ + m- → -o m-)
मुखे|mukhe|mukha — mouth, face (loc. sg. 'in the mouth')
--
कर्मजान्विद्धि|karma-jān viddhi|karman — action (first compound member);;ja — born (karma-ja: 'born of action', jān: acc. pl., object of viddhi);;vid — to know (viddhi: imperative 2nd sg. 'know!')
तान्सर्वानेवं|tān sarvān evam|tad — that, these (tān: acc. pl., referring to the sacrifices);;sarva — all (sarvān: acc. pl.);;evam — thus
ज्ञात्वा|jñātvā|jñā — to know (jñātvā: gerund 'having known')
विमोक्ष्यसे|vimokṣyase|vi-muc — to release, free (vimokṣyase: future middle 2nd sg. 'you shall be released')
#33
श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः|śreyān dravya-mayāt yajñāt jñāna-yajñaḥ|śreyas — better, more excellent (comparative; śreyān: nom. sg. masc., predicate);;dravya — substance, material (first compound member);;maya — consisting of, made of (dravya-maya: 'consisting of material substance', dravyamayāt: abl. sg.; dravyamayāt + y- → dravyamayād y-);;yajña — sacrifice (yajñāt: abl. sg. 'than [material] sacrifice'; yajñāt + j- → yajñāj j-);;jñāna — knowledge (first compound member);;yajña — sacrifice (jñāna-yajña: 'the sacrifice of knowledge', nom. sg., subject)
परन्तप|parantapa|parantapa — 'scorcher of the foe', an epithet of Arjuna (vocative)
--
सर्वं|sarvam|sarva — all (nom. sg. neut., agreeing with karma)
कर्माखिलं|karma akhilam|karman — action (karma: nom. sg. neut.; karma + a- → karmā-);;akhila — entire, whole (akhilam: nom. sg. neut., in apposition to karma)
पार्थ|pārtha|Pārtha — 'son of Pṛthā', Arjuna (vocative)
ज्ञाने|jñāne|jñāna — knowledge (loc. sg.)
परिसमाप्यते|parisamāpyate|pari-sam-āp — to be completely concluded, culminate (parisamāpyate: present passive 3rd sg.)
#34
तद्विद्धि|tat viddhi|tad — that (tat: acc. sg. neut., referring to the knowledge just spoken of; -t + v- → -d v-);;vid — to know (viddhi: imperative 2nd sg. 'know!')
प्रणिपातेन|praṇipātena|pra-ni-pat — to fall down before, prostrate oneself (praṇipāta: 'prostration, obeisance', instr. sg.)
परिप्रश्नेन|paripraśnena|pari-pracch — to question closely, inquire (paripraśna: 'questioning, inquiry', instr. sg.)
सेवया|sevayā|sev — to serve, attend upon (sevā: 'service, attendance', instr. sg.)
--
उपदेक्ष्यन्ति|upadekṣyanti|upa-diś — to instruct, teach (upadekṣyanti: future 3rd pl. 'they will teach')
ते|te|tvam — you (te: enclitic dat. sg. 'to you')
ज्ञानं|jñānam|jñāna — knowledge (acc. sg., object of upadekṣyanti)
ज्ञानिनस्तत्त्वदर्शिनः|jñāninaḥ tattva-darśinaḥ|jñānin — one who knows, a wise man (jñāninaḥ: nom. pl., subject; -aḥ + t- → -as t-);;tattva — truth, reality (first compound member);;darśin — seeing, a seer (tattva-darśin: 'seer of truth', nom. pl.)
#35
यज्ज्ञात्वा|yat jñātvā|yad — which (yat: acc. sg. neut. relative, referring to the knowledge of verses 33-34; -t + j- → -j j-);;jñā — to know (jñātvā: gerund 'having known')
न|na|na — not
पुनर्मोहमेवं|punar moham evam|punar — again (adverb);;moha — delusion, confusion (moham: acc. sg., object of yāsyasi);;evam — thus, in this way
यास्यसि|yāsyasi|yā — to go (yāsyasi: future 2nd sg. 'you shall go')
पाण्डव|pāṇḍava|Pāṇḍava — 'son of Pāṇḍu', Arjuna (vocative)
--
येन|yena|yad — which (yena: instr. sg. neut. relative, referring to the knowledge, 'by which')
भूतान्यशेषेण|bhūtāni aśeṣeṇa|bhūta — being, creature (bhūtāni: acc. pl., object of drakṣyasi; -i + a- → -y a-);;a-śeṣa — without remainder (aśeṣeṇa: instr. sg. adverbial 'wholly, without exception')
द्रक्ष्यस्यात्मन्यथो|drakṣyasi ātmani atho|dṛś — to see (drakṣyasi: future 2nd sg. 'you shall see'; -i + ā- → -y ā-);;ātman — self (ātmani: loc. sg. 'in the self'; -i + a- → -y a-);;atho — and then, moreover; or (particle)
मयि|mayi|aham — I (mayi: loc. sg. 'in me')
#36
अपि|api|api — even, also
चेदसि|cet asi|cet — if (cet + a- → ced a-);;as — to be (asi: present 2nd sg. 'you are')
पापेभ्यः|pāpebhyaḥ|pāpa — sinful, a sinner (abl. pl. 'than sinners')
सर्वेभ्यः|sarvebhyaḥ|sarva — all (abl. pl. 'than all')
पापकृत्तमः|pāpa-kṛt-tamaḥ|pāpa — sin (first compound member);;kṛt — doer (agent noun from kṛ, second compound member);;tama — superlative suffix, '-est, most' (pāpa-kṛt-tama: 'the most sinful doer of sin', nom. sg., predicate)
--
सर्वं|sarvam|sarva — all (acc. sg. neut., object of santariṣyasi)
ज्ञानप्लवेनैव|jñāna-plavena eva|jñāna — knowledge (first compound member);;plava — boat, raft (jñāna-plava: 'the raft of knowledge', instr. sg.; plavena + eva → plavenaiva);;eva — alone, indeed
वृजिनं|vṛjinam|vṛjina — evil, wickedness, crookedness (acc. sg. neut.)
सन्तरिष्यसि|santariṣyasi|sam-tṝ — to cross over completely (santariṣyasi: future 2nd sg. 'you shall cross')
#37
यथैधांसि|yathā edhāṃsi|yathā — just as (yathā + e- → yathai-);;edhas — fuel, firewood (edhāṃsi: acc. pl. neut., object of kurute)
समिद्धोऽग्निर्भस्मसात्कुरुतेऽर्जुन|samiddhaḥ agniḥ bhasmasāt kurute arjuna|sam-indh — to kindle, set ablaze (samiddha: past participle 'ablaze, kindled', nom. sg.; -aḥ + a- → -o with avagraha);;agni — fire (nom. sg., subject; -iḥ + bh- → -ir bh-);;bhasman — ashes (bhasmasāt: adverbial acc. with -sāt, 'into the state of ashes');;kṛ — to do, make (kurute: present middle 3rd sg. 'reduces, makes'; kurute + a- → kurute' with avagraha);;Arjuna — Arjuna (vocative)
--
ज्ञानाग्निः|jñāna-agniḥ|jñāna — knowledge (first compound member);;agni — fire (jñāna-agni: 'the fire of knowledge', nom. sg., subject; jñāna + agni → jñānāgni at the hyphen)
सर्वकर्माणि|sarva-karmāṇi|sarva — all (first compound member);;karman — action (sarva-karman: 'all actions', acc. pl., object of kurute)
भस्मसात्कुरुते|bhasmasāt kurute|bhasman — ashes (bhasmasāt: adverbial acc., 'into ashes');;kṛ — to do, make (kurute: present middle 3rd sg.)
तथा|tathā|tathā — so, likewise
#38
न|na|na — not
हि|hi|hi — for, indeed
ज्ञानेन|jñānena|jñāna — knowledge (instr. sg., 'to knowledge', governed by sadṛśam)
सदृशं|sadṛśam|sadṛśa — similar, equal (nom. sg. neut., agreeing with pavitram, 'equal to')
पवित्रमिह|pavitram iha|pavitra — a purifier, a purifying agent (pavitram: nom. sg. neut., subject of vidyate);;iha — here, in this world
विद्यते|vidyate|vid — to exist, be found (vidyate: present passive 3rd sg.)
--
तत्स्वयं|tat svayam|tad — that (tat: nom. sg. neut., referring to knowledge, subject of vindati);;svayam — by oneself, spontaneously (adverb)
योगसंसिद्धः|yoga-saṃsiddhaḥ|yoga — yoga (first compound member);;sam-sidh — to be perfected, accomplished (saṃsiddha: past participle, second compound member; yoga-saṃsiddha: 'one perfected in yoga', nom. sg., subject)
कालेनात्मनि|kālena ātmani|kāla — time (kālena: instr. sg. 'in the course of time');;ātman — self (ātmani: loc. sg. 'in the self'; kālena + ā- → kālenā-)
विन्दति|vindati|vid — to find (vindati: present 3rd sg. 'finds')
#39
श्रद्धावाँल्लभते|śraddhāvān labhate|śraddhā-vant — possessed of faith, faithful (śraddhāvān: nom. sg. masc., subject; -n + l- → nasalized -ँल्ल-, i.e. -ṁll-, written with candrabindu and a doubled ल);;labh — to obtain, gain (labhate: present middle 3rd sg. 'obtains')
ज्ञानं|jñānam|jñāna — knowledge (acc. sg., object of labhate)
तत्परः|tat-paraḥ|tad — that (first compound member, referring to the knowledge sought);;para — intent upon, devoted to (tat-para: 'devoted to that', nom. sg., agreeing with the subject)
संयतेन्द्रियः|saṃyata-indriyaḥ|sam-yam — to restrain, control (saṃyata: past participle, first compound member);;indriya — sense (saṃyata-indriya: 'one whose senses are restrained', nom. sg. bahuvrīhi; saṃyata + indriya → saṃyatendriya at the hyphen)
--
ज्ञानं|jñānam|jñāna — knowledge (acc. sg., object of labdhvā)
लब्ध्वा|labdhvā|labh — to obtain, gain (labdhvā: gerund 'having gained')
परां|parām|para — supreme, highest (acc. sg. fem., agreeing with śāntim)
शान्तिमचिरेणाधिगच्छति|śāntim acireṇa adhigacchati|śānti — peace (śāntim: acc. sg., object of adhigacchati);;a-cira — not long (acireṇa: instr. sg. adverbial, 'in a short time, quickly');;adhi-gam — to reach, attain (adhigacchati: present 3rd sg.; acireṇa + a- → acireṇā-)
#40
अज्ञश्चाश्रद्दधानश्च|ajñaḥ ca aśraddadhānaḥ ca|a-jña — not knowing, ignorant (ajñaḥ: nom. sg.; -aḥ + c- → -aś c-);;ca — and (ca + a- → cā-);;a-śrad-dhā — to lack faith, disbelieve (aśraddadhāna: present participle 'not believing, faithless', nom. sg.; -aḥ + c- → -aś c-);;ca — and
संशयात्मा|saṃśaya-ātmā|saṃśaya — doubt (first compound member);;ātman — self, mind (saṃśaya-ātman: 'whose mind is doubt, the doubting man', nom. sg. bahuvrīhi, subject; saṃśaya + ātman → saṃśayātman at the hyphen)
विनश्यति|vinaśyati|vi-naś — to perish, be destroyed (vinaśyati: present 3rd sg.)
--
नायं|na ayam|na — not (na + a- → nā-);;idam — this (ayam: nom. sg. masc.)
लोकोऽस्ति|lokaḥ asti|loka — world (lokaḥ: nom. sg.; -aḥ + a- → -o with avagraha);;as — to be, exist (asti: present 3rd sg. 'there is')
न|na|na — not
परो|paraḥ|para — the other, the further (world, understood; paraḥ: nom. sg.; -aḥ + n- → -o n-)
न|na|na — not
सुखं|sukham|sukha — happiness, ease (nom. sg. neut.)
संशयात्मनः|saṃśaya-ātmanaḥ|saṃśaya — doubt (first compound member);;ātman — self, mind (saṃśaya-ātman: 'the doubting man', gen. sg. 'for the doubter'; saṃśaya + ātman → saṃśayātman at the hyphen)
#41
योगसंन्यस्तकर्माणं|yoga-saṃnyasta-karmāṇam|yoga — yoga (first compound member);;sam-ni-as — to renounce, lay down (saṃnyasta: past participle 'renounced', second compound member);;karman — action (yoga-saṃnyasta-karman: 'one who has renounced actions by yoga', acc. sg., object of nibadhnanti)
ज्ञानसंछिन्नसंशयम्|jñāna-saṃchinna-saṃśayam|jñāna — knowledge (first compound member);;sam-chid — to cut off, sever (saṃchinna: past participle 'severed', second compound member);;saṃśaya — doubt (jñāna-saṃchinna-saṃśaya: 'whose doubt has been severed by knowledge', acc. sg., object of nibadhnanti)
--
आत्मवन्तं|ātmavantam|ātma-vant — possessed of self, self-possessed, steadfast in the self (ātmavantam: acc. sg., object of nibadhnanti)
न|na|na — not
कर्माणि|karmāṇi|karman — action (nom. pl., subject of nibadhnanti)
निबध्नन्ति|nibadhnanti|ni-bandh — to bind, fetter (nibadhnanti: present 3rd pl.)
धनंजय|dhanaṃjaya|Dhanaṃjaya — 'winner of wealth', an epithet of Arjuna (vocative)
#42
तस्मादज्ञानसम्भूतं|tasmāt ajñāna-sambhūtam|tad — that (tasmāt: abl. sg. 'therefore'; -t + a- → -d a-);;a-jñāna — ignorance, absence of knowledge (first compound member);;sam-bhū — to arise, be produced (sambhūta: past participle 'arisen', second compound member; ajñāna-sambhūta: 'arisen from ignorance', acc. sg. masc., agreeing with saṃśayam)
हृत्स्थं|hṛt-stham|hṛd — heart (first compound member);;sthā — to stand, be situated (stha: 'situated in', hṛt-stha: 'seated in the heart', acc. sg. masc., agreeing with saṃśayam)
ज्ञानासिनात्मनः|jñāna-asinā ātmanaḥ|jñāna — knowledge (first compound member);;asi — sword (jñāna-asi: 'the sword of knowledge', instr. sg.; jñāna + asi → jñānāsi at the hyphen);;ātman — self (ātmanaḥ: gen. sg. 'of one's own [doubt]'; jñānāsinā + ā- → jñānāsinātmanaḥ)
--
छित्त्वैनं|chittvā enam|chid — to cut, sever (chittvā: gerund 'having cut'; chittvā + e- → chittvai-);;idam — this (enam: acc. sg. masc., referring to saṃśayam)
संशयं|saṃśayam|saṃśaya — doubt (acc. sg., in apposition to enam, object of chittvā)
योगमातिष्ठोत्तिष्ठ|yogam ātiṣṭha uttiṣṭha|yoga — yoga (yogam: acc. sg., object of ātiṣṭha);;ā-sthā — to resort to, take one's stand in (ātiṣṭha: imperative 2nd sg. 'take your stand in!');;ud-sthā — to arise, stand up (uttiṣṭha: imperative 2nd sg. 'arise!'; ātiṣṭha + u- → ātiṣṭho-)
भारत|bhārata|Bhārata — descendant of Bharata, Arjuna (vocative)
